,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3
4691,Exercise 5.11:,158,140,5 The Lambda Operator,,
4692,"Translate the following formulae into L ^ using grammar G2, giving the full translations and their converted equivalents: i.",158,140,5 The Lambda Operator,,
4693,ii.,158,140,5 The Lambda Operator,,
4694,The dog ate the cake and the cake poisoned the dog.,158,140,5 The Lambda Operator,,
4695,Ethel was crazy or the student didn't like Ethel and Chester didn't like,158,140,5 The Lambda Operator,,
4696,"Ethel, iii.",158,140,5 The Lambda Operator,,
4697,"Jo laughed, if Chester howled or the cat yowled.",158,140,5 The Lambda Operator,,
4698,The truth-conditional connectives are interpreted in the same way as in Chapter,158,140,5 The Lambda Operator,,
4699,"3 and, as in the model theory of that chapter, the truth-conditions of compound formulae are specified directly in the model theory used to interpret L^pe.",158,140,5 The Lambda Operator,,
4700,"The full specification of this theory in (49) includes clauses for interpreting lambda abstraction and negation, as well as for functional application and the connectives.",158,140,5 The Lambda Operator,,
4701,This will,158,140,5 The Lambda Operator,,
4702,"Reviewing co-ordination remain the basis of the interpretation procedure throughout the rest of the book, just as Ltype will remain the basis of the translation language.",159,141,5 The Lambda Operator,,
4703,"There will, however, be additions to the theory in later chapters as more data are covered.",159,141,5 The Lambda Operator,,
4704,"Given a model, M = «A,F» and assignment of values to variables g, then:",159,141,5 The Lambda Operator,,
4705,"For any item a in the lexicon, [a] M «= F(a ).",159,141,5 The Lambda Operator,,
4706,"If a is of type a a n d / is of <a,b>, then \f(a)]M* = (/]M<[tf]M<8).",159,141,5 The Lambda Operator,,
4707,"If u is a variable of type a and 0 an expression of type b containing a free occurrence of u, then [Xu/<t> ]] M 8 is that function h from Da into Db such that for all objects, a in Da, h(a) is [c|)]M8a/u.",159,141,5 The Lambda Operator,,
4708,If <>,159,141,5 The Lambda Operator,,
4709,"| is a formula, then [~(<t>)]M* is 1, iff [c|)]M-8 is 0.",159,141,5 The Lambda Operator,,
4710,"Otherwise, [~((|>)]M-8 is 0.",159,141,5 The Lambda Operator,,
4711,"If (|> and \\f are formulae, then [(|) & \j/]M« is 1, iff [(|>]M'8 is 1 and [\|/]M8 is 1.",159,141,5 The Lambda Operator,,
4712,"Otherwise, [$ & \\f]M* is 0.",159,141,5 The Lambda Operator,,
4713,"If (() and \\f are formulae, then [<() v \j/]M-8 is 1, iff [<|)]M'8 is 1 or [\j/]M-8 is 1.",159,141,5 The Lambda Operator,,
4714,"Otherwise, [$ v \|/]M<8 is 0.",159,141,5 The Lambda Operator,,
4715,"If ()) and \|/ are formulae, then [(() —> \|/] M s is 1, iff [<|)]M'8 is 0 or [\\f]M<& is 1.",159,141,5 The Lambda Operator,,
4716,"Otherwise, [(|) -> \j/]M•« is 0.",159,141,5 The Lambda Operator,,
4717,"If (() and \j/ are formulae, then [()) <-^ \j/]M 8 is 1, iff [c))]M-s is [\j/]Ms. Otherwise,",159,141,5 The Lambda Operator,,
4718,[()) <-> \j/]M'8 is 0.,159,141,5 The Lambda Operator,,
4719,"As discussed in Chapter 3, the meanings of the connectives are specified directly in the model theory above because their interpretation does not vary from model to model.",159,141,5 The Lambda Operator,,
4720,"Their interpretations can, however, be modelled as functions in the same way as other denotations in the grammar.",159,141,5 The Lambda Operator,,
4721,"For example, \p [Xq [p & q]] is that function that when given a true formula yields a function which yields truth when given another true formula and yields falsity on all other occasions.",159,141,5 The Lambda Operator,,
4722,"The functions denoted by all the connectives, &, v ,—>,<-> and ~, are set out diagrammatically in (50) to",159,141,5 The Lambda Operator,,
4723,(54) and provide precisely the same information as the truth tables of Chapter 3.,159,141,5 The Lambda Operator,,
4724,Xp[X,159,141,5 The Lambda Operator,,
4725,5 The lambda operator,160,142,5 The Lambda Operator,,
4726,Xp[Xq[pvq]],160,142,5 The Lambda Operator,,
4727,"W,",160,142,5 The Lambda Operator,,
4728,-a,160,142,5 The Lambda Operator,,
4729,>fc,160,142,5 The Lambda Operator,,
4730,A,160,142,5 The Lambda Operator,,
4731,W,160,142,5 The Lambda Operator,,
4732,A,160,142,5 The Lambda Operator,,
4733,1 n,160,142,5 The Lambda Operator,,
4734,">fc,",160,142,5 The Lambda Operator,,
4735,"W,",160,142,5 The Lambda Operator,,
4736,A,160,142,5 The Lambda Operator,,
4737,_^,160,142,5 The Lambda Operator,,
4738,Reviewing co-ordination,161,143,5 The Lambda Operator,,
4739,~p,161,143,5 The Lambda Operator,,
4740,Co-ordinating other categories,161,143,5 The Lambda Operator,,
4741,"In the last section, sentential co-ordination was (re-)introduced into the grammar, but the lambda operator allows an extension of the grammar to include some types of NP and VP co-ordination, while still maintaining a propositional interpretation of the conjunctions themselves.",161,143,5 The Lambda Operator,,
4742,"The sorts of VP and NP co-ordination that we can now handle are those like (55.a & b) which are truth-conditionally identical to the sentences in (55.c & d), respectively.",161,143,5 The Lambda Operator,,
4743,(55) a.,161,143,5 The Lambda Operator,,
4744,b.,161,143,5 The Lambda Operator,,
4745,c.,161,143,5 The Lambda Operator,,
4746,d.,161,143,5 The Lambda Operator,,
4747,Jo loathed the dog and liked the cat.,161,143,5 The Lambda Operator,,
4748,The student and the lecturer loathed Chester.,161,143,5 The Lambda Operator,,
4749,Jo loathed the dog and Jo liked the cat.,161,143,5 The Lambda Operator,,
4750,The student loathed Chester and the lecturer loathed Chester.,161,143,5 The Lambda Operator,,
4751,The phrase structure rules to generate VPs and NPs conjoined by and and or are relatively straightforward and the appropriate rules are given in (56).,161,143,5 The Lambda Operator,,
4752,"In these rules,",161,143,5 The Lambda Operator,,
4753,(p stands for any features associated with the VP (e.g. [+/-FIN]) which are passed down onto both conjuncts and the PL marking on the mother NP node is for agreement purposes.,161,143,5 The Lambda Operator,,
4754,"In the latter case, conjunction is restricted to subject NPs (again to avoid unnecessary confusion) and so some slight revision needs to be made to rule",161,143,5 The Lambda Operator,,
4755,1G2 to allow for singular and plural verbs.,161,143,5 The Lambda Operator,,
4756,"The revised Rule 1G2 appears in (56.e), but the other revisions to make sure that the right forms of verbs appear in the right places are again left as an exercise for the reader.",161,143,5 The Lambda Operator,,
4757,Because the conjunctions if and if and only if do not appear in VP and NP co-ordination the rules must be restricted to the conjunctions and and or which can be done by specifying the value of the conjunction.,161,143,5 The Lambda Operator,,
4758,(56) a.,161,143,5 The Lambda Operator,,
4759,b.,161,143,5 The Lambda Operator,,
4760,c.,161,143,5 The Lambda Operator,,
4761,d.,161,143,5 The Lambda Operator,,
4762,e.,161,143,5 The Lambda Operator,,
4763,"23G2: VP[q>] -» VP[<p] VP[cp,CONJ:a] a e {and, or}.",161,143,5 The Lambda Operator,,
4764,"24G2: NP[+PL] -> NP NP[CONJ:a] a e {and, or}.",161,143,5 The Lambda Operator,,
4765,"25G2: VP[cp,CONJ:a] -> a VP[q>].",161,143,5 The Lambda Operator,,
4766,26G2: NP[CONJ:a] -> a NP.,161,143,5 The Lambda Operator,,
4767,"1' G2: S -> NP[aPL] VP[+FIN,aPL].",161,143,5 The Lambda Operator,,
4768,Since the truth-conditions of sentences like (55.a & b) are identical to those of,161,143,5 The Lambda Operator,,
4769,"(55.c & d), respectively, the conjunctions and and or should have the same interpretation in sentences containing NP and VP co-ordination as in sentential co-ordination.",161,143,5 The Lambda Operator,,
4770,But this gives rise to a problem in the translation of rule 23G2 and,161,143,5 The Lambda Operator,,
4771,"24G 2 :the conjunctions are of type <t,<t,t» and so cannot directly combine with expressions of type <e,t> (the type of a VP) or of type e (the type of a NP).",161,143,5 The Lambda Operator,,
4772,To see,161,143,5 The Lambda Operator,,
4773,"5 The lambda operator how the lambda operator can solve this apparent problem, let us work through the analysis of (55.a) backwards, as it were, undoing lambda conversions as we go along.",162,144,5 The Lambda Operator,,
4774,First of all here is the syntactic analysis of the sentence according to G2.,162,144,5 The Lambda Operator,,
4775,(The numerical subscripts on the VP nodes are for ease of reference.),162,144,5 The Lambda Operator,,
4776,NP[-PL],162,144,5 The Lambda Operator,,
4777,Jo,162,144,5 The Lambda Operator,,
4778,"Vt[+FIN,-PL] loathed",162,144,5 The Lambda Operator,,
4779,NP[-PL] the,162,144,5 The Lambda Operator,,
4780,N[-PL] dog and,162,144,5 The Lambda Operator,,
4781,"VP4[+FIN,-PL]",162,144,5 The Lambda Operator,,
4782,"Vt[+FIN,-PL] liked",162,144,5 The Lambda Operator,,
4783,NP[-PL] the,162,144,5 The Lambda Operator,,
4784,N[-PL] cat,162,144,5 The Lambda Operator,,
4785,As mentioned above Jo loathed the dog and liked the cat is truth-conditionally equivalent to Jo loathed the dog and Jo liked the cat.,162,144,5 The Lambda Operator,,
4786,"The translation of the latter sentence is shown in (58.a) and, because of the equivalence noted above, this translation can be analysed as the ^-converted equivalent of that of the S node in (57).",162,144,5 The Lambda Operator,,
4787,"According to the translation rule T1G2, (58.a) must result from X-converting an expression derived from the application of the translation of VP! to that of the subject",162,144,5 The Lambda Operator,,
4788,NP as in (58.b).,162,144,5 The Lambda Operator,,
4789,"Tofindthefirststage of the ^-conversion the result of which is shown in (58.b), the rule is applied backwards to (58.a) in order to arrive at an expression that is truth-conditionally equivalent to VPj.",162,144,5 The Lambda Operator,,
4790,Since the argument of VP/ is jo\ each instance of the individual expression jo' in (58.a) is replaced by an individual variable x which is then abstracted on to give the expression in (59.c).,162,144,5 The Lambda Operator,,
4791,This expression when applied to the argument jo* gives an expression equivalent to (58.a).,162,144,5 The Lambda Operator,,
4792,(58) a.,162,144,5 The Lambda Operator,,
4793,b.,162,144,5 The Lambda Operator,,
4794,(loathe'(the-dog'))(jo') & (like'(the-cat'))(jo').,162,144,5 The Lambda Operator,,
4795,"VP,'(NP') = VPr(jo')",162,144,5 The Lambda Operator,,
4796,» (loathe*(the-dog'))(jo') & (like'(the-cat'))(jo').,162,144,5 The Lambda Operator,,
4797,Reviewing co-ordination,163,145,5 The Lambda Operator,,
4798,"VP,'",163,145,5 The Lambda Operator,,
4799,"» A,x [(loathe'(the-dog')Xx) & (like'(the-cat'))(x)].",163,145,5 The Lambda Operator,,
4800,"The syntax of the co-ordinate VP consists of two VPs, one of which contains a conjunction morpheme.",163,145,5 The Lambda Operator,,
4801,"In order to obtain the correct type for VPj ', the latter should translate into a functor over VP expressions, i.e. of type «e,t>,<e,t» so that the translation rule T23G2 must be derived from the application of VP[CONJ]' to VP' as shown in (6O.b).",163,145,5 The Lambda Operator,,
4802,"Thus, the expression in (59), translating VP,, must be derived from the application of VP3' to VP2 (cf. (6O.c)).",163,145,5 The Lambda Operator,,
4803,"Since VP2 translates directly into the expression loathe'(the-dog'), we can apply backwards X-conversion to (59) by replacing the latter with a variable P, of type <e,t>, and abstracting on this to give the expression in (6O.f), of type «e,t>,<e,t» as required.",163,145,5 The Lambda Operator,,
4804,(60) a.,163,145,5 The Lambda Operator,,
4805,b.,163,145,5 The Lambda Operator,,
4806,c.,163,145,5 The Lambda Operator,,
4807,"TYPE(VP[CONJ:oc]') = «e,t>,<e,t».",163,145,5 The Lambda Operator,,
4808,T23G2: VP[CONJ:oc]'(VF).,163,145,5 The Lambda Operator,,
4809,VP3[CONJ:and]'(VP2'),163,145,5 The Lambda Operator,,
4810,» Xx [(loathe'(the-dog'))(x) & (like'(the-cat'))(x)].,163,145,5 The Lambda Operator,,
4811,d.,163,145,5 The Lambda Operator,,
4812,VP2'=loathe'(the-dog').,163,145,5 The Lambda Operator,,
4813,e.,163,145,5 The Lambda Operator,,
4814,VP/,163,145,5 The Lambda Operator,,
4815,» XP [Xx [P(x) & (like'(the-cat'))(x)]](loatheJ(the-dog0).,163,145,5 The Lambda Operator,,
4816,f.,163,145,5 The Lambda Operator,,
4817,VP3[CONJ:and]',163,145,5 The Lambda Operator,,
4818,» XP \Xx [P(x) & (like'(tne-cat'))(x)]].,163,145,5 The Lambda Operator,,
4819,The translation in (6O.f) is derived in turn from the combination of the translations of the conjunction and and the VP liked the cat.,163,145,5 The Lambda Operator,,
4820,The translation of the former is A/?,163,145,5 The Lambda Operator,,
4821,"[Xq [p & q]], as we have already seen, and that of VP4 is like'(the-cat').",163,145,5 The Lambda Operator,,
4822,"However, because the type of the translation of the conjunction is <t,<t,t» and that of the VP is <e,t>, the combination of these expressions cannot result directly from the functional application of one expression to the other.",163,145,5 The Lambda Operator,,
4823,"Hence, the translation of the rule expanding VP[CONJ:oc], rule 25G2, must directly specify the way these translations are combined.",163,145,5 The Lambda Operator,,
4824,"As can be seen from (6O.f), the rule must introduce and abstract upon the predicate variable P and the individual variable x, since these do not appear in the translations of and or liked the cat Furthermore, the expressions P(x) and like'(the-cat') must be associated with the p and the q variables in the translation of the conjunction (the order is immaterial because of the commutativity of & as mentioned in Chapter 3).",163,145,5 The Lambda Operator,,
4825,"Hence, (6O.f) must be derived by ^-conversion from the expression in (61 .a) and the appropriate translation rule for VP[CONJ:a] must be that in(61.b).",163,145,5 The Lambda Operator,,
4826,VP3' = X?,163,145,5 The Lambda Operator,,
4827,[Ax [ftp [Xq [p & q]](P(x)))((like'(the-cat)))(x))]],163,145,5 The Lambda Operator,,
4828,» X?,163,145,5 The Lambda Operator,,
4829,[Xx [P(x) & (like'(the-cat'))(x)]].,163,145,5 The Lambda Operator,,
4830,b.,163,145,5 The Lambda Operator,,
4831,T25G2: AP [Ax [(oc'(P(y)))(VP'(y))]].,163,145,5 The Lambda Operator,,
