,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3,clean_content
4503,"As can be seen from (6O.f), the rule must introduce and abstract upon the predicate variable P and the individual variable x, since these do not appear in the translations of and or liked the cat Furthermore, the expressions P(x) and like'(the-cat') must be associated with the p and the q variables in the translation of the conjunction (the order is immaterial because of the commutativity of & as mentioned in Chapter 3).",163,145,5 The Lambda Operator,No info,No info,rule abstract predicate variable individual variable translation cat furthermore expression variable translation conjunction order immaterial commutativity
4504,"Hence, (6O.f) must be derived by ^-conversion from the expression in (61 .a) and the appropriate translation rule for VP[CONJ:a] must be that in(61.b).",163,145,5 The Lambda Operator,No info,No info,expression appropriate translation rule conj
4505,VP3' = X?,163,145,5 The Lambda Operator,No info,No info,
4506,[Ax [ftp [Xq [p & q]](P(x)))((like'(the-cat)))(x))]],163,145,5 The Lambda Operator,No info,No info,ftp
4507,» X?,163,145,5 The Lambda Operator,No info,No info,
4508,[Xx [P(x) & (like'(the-cat'))(x)]].,163,145,5 The Lambda Operator,No info,No info,
4509,b.,163,145,5 The Lambda Operator,No info,No info,
4510,T25G2: AP [Ax [(oc'(P(y)))(VP'(y))]].,163,145,5 The Lambda Operator,No info,No info,
4511,"(62) shows that the rules that we have come up with for VP co-ordination by applying backwards A,-conversion work in the way intended by giving the derivation and translation of the example sentence Jo loathed the dog and liked the cat.",163,145,5 The Lambda Operator,No info,No info,show rule work way derivation translation sentence dog cat
4512,The Xconversion of the resulting complex expression is carried out in (63) to show its equivalence to (58.a) as required.,163,145,5 The Lambda Operator,No info,No info,xconversion complex expression show equivalence
4513,(61) a.,163,145,5 The Lambda Operator,No info,No info,
4514,5 The lambda operator,164,146,5 The Lambda Operator,No info,No info,lambda operator
4515,(62) a.,164,146,5 The Lambda Operator,No info,No info,
4516,b.,164,146,5 The Lambda Operator,No info,No info,
4517,c.,164,146,5 The Lambda Operator,No info,No info,
4518,d.,164,146,5 The Lambda Operator,No info,No info,
4519,e.,164,146,5 The Lambda Operator,No info,No info,
4520,f.,164,146,5 The Lambda Operator,No info,No info,
4521,g.,164,146,5 The Lambda Operator,No info,No info,
4522,h.,164,146,5 The Lambda Operator,No info,No info,
4523,i.,164,146,5 The Lambda Operator,No info,No info,
4524,j.,164,146,5 The Lambda Operator,No info,No info,
4525,(63) a.,164,146,5 The Lambda Operator,No info,No info,
4526,b.,164,146,5 The Lambda Operator,No info,No info,
4527,c.,164,146,5 The Lambda Operator,No info,No info,
4528,d.,164,146,5 The Lambda Operator,No info,No info,
4529,e.,164,146,5 The Lambda Operator,No info,No info,
4530,S,164,146,5 The Lambda Operator,No info,No info,
4531,=>S\,164,146,5 The Lambda Operator,No info,No info,
4532,"NP VP,[+FIN,-PL]",164,146,5 The Lambda Operator,No info,No info,
4533,VG->,164,146,5 The Lambda Operator,No info,No info,
4534,"=> VP,'(NF).",164,146,5 The Lambda Operator,No info,No info,
4535,"NprVP,[+FIN,-PL]",164,146,5 The Lambda Operator,No info,No info,nprvp
4536,6G2,164,146,5 The Lambda Operator,No info,No info,
4537,=> VP/CNp/).,164,146,5 The Lambda Operator,No info,No info,
4538,"Npr VP2 [+FIN,-PL] VP3[CONJ:and,+FIN,-PL]",164,146,5 The Lambda Operator,No info,No info,npr conj
4539,23G2,164,146,5 The Lambda Operator,No info,No info,
4540,=> (VP3[CONJ:and]'(VP2'))(Npr').,164,146,5 The Lambda Operator,No info,No info,conj npr
4541,"Npr VJ>FIN,-PL] NP VP3[CONJ:and,+FIN,-PL]",164,146,5 The Lambda Operator,No info,No info,npr fin conj
4542,"3G,",164,146,5 The Lambda Operator,No info,No info,
4543,=> (VP3[CONJ:and]XV;(NF)))(Np/).,164,146,5 The Lambda Operator,No info,No info,conj
4544,"Npr Vf+FINrPL] NP and VP4[+FIN,-PL]",164,146,5 The Lambda Operator,No info,No info,npr
4545,"25G,",164,146,5 The Lambda Operator,No info,No info,
4546,=> (AP [Xx [(Xp [Xq [p & q]](P(x)))(VP4'(x))]](Vt'(NP')))(Np/).,164,146,5 The Lambda Operator,No info,No info,
4547,"3G,",164,146,5 The Lambda Operator,No info,No info,
4548,"Npr V{+FIN,-PL] NP and Vt NP",164,146,5 The Lambda Operator,No info,No info,npr
4549,=> (XP [A.x [(Ap [Xq [p & q]](P(x)))((V;(NP'))(x))]](Vt'(NP*)))(Np;).,164,146,5 The Lambda Operator,No info,No info,
4550,Npr Vf+FINrPL] the N and Vt NP,164,146,5 The Lambda Operator,No info,No info,npr
4551,7G2,164,146,5 The Lambda Operator,No info,No info,
4552,=> (XP [Xx [(Xp [Xq [p & q]](P(x)))((V;(NP'))(x))]](Vt'(the-N')))(Np/).,164,146,5 The Lambda Operator,No info,No info,
4553,"Npr VJ>FIN,-PL] the N and Vt the N",164,146,5 The Lambda Operator,No info,No info,npr fin
4554,7G2,164,146,5 The Lambda Operator,No info,No info,
4555,=> (XP [Xx [(Xp [Xq [p &q]](P(x)))((V;(the-N'))(x))]](Vt'(the-N')))(Np/).,164,146,5 The Lambda Operator,No info,No info,
4556,Jo loathed the dog and liked the cat,164,146,5 The Lambda Operator,No info,No info,loathed dog cat
4557,Lex,164,146,5 The Lambda Operator,No info,No info,lex
4558,=> (XP [Xx [(Xp [Xq [p & q]](P(x)))((like'(the-cat'))(x))]],164,146,5 The Lambda Operator,No info,No info,
4559,(loathe'(the-dog')))(jo').,164,146,5 The Lambda Operator,No info,No info,loathe
4560,(XP [Xx [(Xp [Xq [p & q]](P(x)))((like'(the-cat'))(x))]],164,146,5 The Lambda Operator,No info,No info,
4561,(loathe'(the-dog')))(jo').,164,146,5 The Lambda Operator,No info,No info,loathe
4562,» (XP [Xx [Xq [P(x) & q]((like)(the-cat)))(x))]](loatheXthe-dogO))Go').,164,146,5 The Lambda Operator,No info,No info,
4563,» (XP [Xx [P(x) & (like'(the-cat)))(x)]](loathe>(the-dog')))Go>).,164,146,5 The Lambda Operator,No info,No info,loathe
4564,» Xx [(loathe'(tne-dog'))(x) & (like'(the-cat'))(x)](jo').,164,146,5 The Lambda Operator,No info,No info,loathe
4565,» [(loathe'(the-dog'))Go') & (like'(the-cat'))Go')].,164,146,5 The Lambda Operator,No info,No info,loathe
4566,"This method of arriving at translation rules, while perhaps not strictly interesting from a purely semantic viewpoint, does illustrate one of the advantages of the semantic theory being advanced here.",164,146,5 The Lambda Operator,No info,No info,method translation rule interesting semantic viewpoint advantage semantic theory
4567,"It is possible, using this formal theory, to work out the meanings of expressions in a language from the interpretation of expressions with which they are synonymous and from the interpretations of the entailments of the phrase.",164,146,5 The Lambda Operator,No info,No info,possible formal theory work expression language interpretation expression synonymous interpretation entailment phrase
4568,So from the equivalence of (58.a) and (58.c) we were able to work out that the translation of the VP and liked the cat is XP [Xx [P(x) &,164,146,5 The Lambda Operator,No info,No info,equivalence able work translation cat
4569,"(like*{the-caf))(%)]], something that was not previously obvious.",164,146,5 The Lambda Operator,No info,No info,obvious
4570,"By working backwards like this, we can be sure that entailment and paraphrase relations are maintained in the semantics and that constituents of complex sentences are assigned appropriate denotations.",164,146,5 The Lambda Operator,No info,No info,sure entailment paraphrase relation semantics constituent complex sentence appropriate denotation
4571,Reviewing co-ordination,165,147,5 The Lambda Operator,No info,No info,
4572,Exercise 5.12:,165,147,5 The Lambda Operator,No info,No info,exercise
4573,It is also possible to co-ordinate transitive verbs as in the following sentences: i.,165,147,5 The Lambda Operator,No info,No info,possible transitive verb following sentence
4574,Ethel loathed and detested Jo.,165,147,5 The Lambda Operator,No info,No info,ethel
4575,ii.,165,147,5 The Lambda Operator,No info,No info,
4576,The farmer shot and killed the dog.,165,147,5 The Lambda Operator,No info,No info,farmer shot dog
4577,iii.,165,147,5 The Lambda Operator,No info,No info,iii
4578,The student loved or loathed the lecturer.,165,147,5 The Lambda Operator,No info,No info,student lecturer
4579,"State a syntactic rule and an appropriate translation rule like that for VP co-ordination above to generate co-ordinate transitive verbs, making sure that the translations given to the above sentences are truth-conditionally equivalent to the respective co-ordinate sentences that follow: iv.",165,147,5 The Lambda Operator,No info,No info,state syntactic rule appropriate translation rule transitive verb sure translation sentence equivalent respective sentence
4580,Ethel loathed Jo and Ethel detested Jo.,165,147,5 The Lambda Operator,No info,No info,ethel ethel
4581,v. The farmer shot the dog and the farmer killed the dog.,165,147,5 The Lambda Operator,No info,No info,farmer shot dog farmer dog
4582,vi.,165,147,5 The Lambda Operator,No info,No info,
4583,The student loved the lecturer or the student loathed the lecturer.,165,147,5 The Lambda Operator,No info,No info,student lecturer student lecturer
4584,A similar process can be gone through to obtain the translations oftheNP co-ordination rules which are given in (56.b) and (56.d).,165,147,5 The Lambda Operator,No info,No info,similar process translation ofthenp rule
4585,"We begin by noticing the truth-conditional equivalence between the sentences in (64.a) and (64.b), the latter of which has the simple translation in (64.c).",165,147,5 The Lambda Operator,No info,No info,equivalence sentence latter simple translation
4586,(64) a.,165,147,5 The Lambda Operator,No info,No info,
4587,b.,165,147,5 The Lambda Operator,No info,No info,
4588,c.,165,147,5 The Lambda Operator,No info,No info,
4589,Ethel or Bertie was the golfer.,165,147,5 The Lambda Operator,No info,No info,ethel bertie golfer
4590,Ethel was the golfer or Bertie is the golfer.,165,147,5 The Lambda Operator,No info,No info,ethel golfer bertie golfer
4591,(ether = the-golfer') v (bertie* = the-golfer').,165,147,5 The Lambda Operator,No info,No info,ether bertie
4592,The formula in (64.c) is truth-conditionally equivalent to some expression constructed from the translations of the VP was the golfer and the NP Ethel or Bertie.,165,147,5 The Lambda Operator,No info,No info,formula equivalent expression translation golfer ethel bertie
4593,The former is given by the L ^ expression in (65.a) (denoting the set of entities that are identical to the golfer).,165,147,5 The Lambda Operator,No info,No info,former expression entity identical golfer
4594,An LtyPe expression that combines with this to give an expression that,165,147,5 The Lambda Operator,No info,No info,ltype expression combine expression
4595,X -converts to (64.c) is given in (65.b) which may be taken to be the translation of the subject NP.,165,147,5 The Lambda Operator,No info,No info,translation subject
4596,(65) a.,165,147,5 The Lambda Operator,No info,No info,
4597,b.,165,147,5 The Lambda Operator,No info,No info,
4598,was the golfer => Xx [x = the-golfer'].,165,147,5 The Lambda Operator,No info,No info,golfer
4599,Ethel or Bertie => XP [P(ethel') v P(bertie')].,165,147,5 The Lambda Operator,No info,No info,ethel bertie ethel bertie
4600,"(65.b) must be derived from the translations of or Bertie and Ethel, i.e. ethel\ while the former is derived from the translations of or, i.e. A,p [^q [p v q]], and Bertie, i.e.",165,147,5 The Lambda Operator,No info,No info,translation bertie ethel former derived translation bertie
4601,"bertie \ Without going into further details, the appropriate translation rules and type assignments are given in (66) and the derivation of the NP Ethel or Bertie according to these is given in (67).",165,147,5 The Lambda Operator,No info,No info,bertie detail appropriate translation rule type assignment derivation ethel bertie
4602,(68) provides the appropriate ^-conversion showing the equivalence of the translation to (65.b).,165,147,5 The Lambda Operator,No info,No info,appropriate equivalence translation
